searchName;relationNumber;nameLine1;nameLine2;nameLine3;addressLine1;addressLine2;addressLine3;postalCode;city;countryCode;subentityCode;postOfficeBox;postOfficeBoxPostalcode;postOfficeBoxCity;postOfficeBoxCountry;telephoneNumber;telefaxNumber;emailAddress;internetAddress;contactPerson;typeOfRelation;currencyCode;vatCode;languageCode;relationGroup;paymentTerm;creditLimit;vatNumberOrg;vatNumber
NOATTENDOMAOSLO0001;1694769;Attendo Maribu As;-;;Postboks 201 Økern  ;;;0510;Oslo;NO;;;;;;;;;;;1;;0;;1;;;943405301;NO943405301
NOARNEBREKKTONSB0001;1698711;Arne Brekke As;-;;Kaigaten 1 ;;;3112;Tønsberg;NO;;;;;;;;;;;1;;0;;1;;;910803298;NO910803298
NOAKTIESELSTONSB0001;1700749;Aktieselskapet Th Marthinsen Sølvva;-;;Postboks 2114   ;;;3103;Tønsberg;NO;;;;;;;;;;;1;;0;;1;;;914186803;NO914186803
NOASBYGGISOTONSB0001;1701424;As Byggisolering;-;;Postboks 180 ;;;3101;TØNSBERG;NO;;;;;;;;;;;1;;0;;1;;;927196808;NO927196808
NOASSAABLOYSKI0005;1706563;Assa Abloy Opening Solutions Norway;Avd Trondheim;;Postboks 424  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;933703290;NO933703290
NOASDELPRODKVAL0001;1723766;As Delprodukt;-;;Moavegen 8 ;;;7228;KVÅL;NO;;;;;;;;;;;1;;0;;1;;;918164820;NO918164820
NOBAKKENVVSKYRKS0001;1725589;Bakken Vvs As;-;;Vesseveien 4 ;;;7200;Kyrksæterøra;NO;;;;;;;;;;;1;;0;;1;;;879904382;NO879904382
NOASSTOKSUNMOIRA0001;1752781;As Stoksund Handelskompani;Avd Pib;;Postboks 4781  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;930892009;NO930892009
NOALFOASHITRA0001;1758234;Alfo As;-;;Postveien 24 ;;;7240;Hitra;NO;;;;;;;;;;;1;;0;;1;;;975962830;NO975962830
NOASFALTBETHEIMD0001;1761139;Asfalt & Betong Maskiner As;-;;Heggstadmoen 1 A;;;7080;Heimdal;NO;;;;;;;;;;;1;;0;;1;;;939072616;NO939072616
NOASSORTRONTROND0001;1764109;A/S Sør-Trøndelag;-;;Postboks 8911 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;916573723;NO916573723
NOARBEIDETSMOIRA0001;1774124;Arbeidets Rett As;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;933888045;NO933888045
NOAXELBRUUNTROND0001;1789635;Axel Bruun Sport As;-;;Prinsens Gate 30 ;;;7011;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;910864475;NO910864475
NOBACHKECOATROND0001;1793645;Bachke & Co. A/S;-;;Fjordgata 11 ;;;7010;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;910518488;NO910518488
NOBIVERSENSTROND0001;1793686;B Iversen Spedisjon As;-;;Postboks 2506 Sentrum;;;7413;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;942294069;NO942294069
NOALUPRONASTILLE0001;1794221;Alupro-N As;-;;Turistveien 50 ;;;7075;TILLER;NO;;;;;;;;;;;1;;0;;1;;;935609402;NO935609402
NOASMASKINATROND0001;1794841;As Maskinagentur;-;;Postboks 6280 Torgarden  ;;;7489;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;914201101;NO914201101
NOAUTOPRODUTROND0001;1795400;Autoproducts Nord As;-;;Postboks 164 Tiller;;;7476;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;927794233;NO927794233
NOASSAABLOYOSLO0002;1796192;Assa Abloy Entrance Systems Norway ;Avd Trondheim;;Postboks 96 Alnabru  ;;;0614;Oslo;NO;;;;;;;;;;;1;;0;;1;;;919496126;NO919496126
NOARVEOPSAHTROND0001;1798008;Arve Opsahl As;-;;Postboks 6352 Torgarden  ;;;7492;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;918040242;NO918040242
NOABRAKULELTILLE0001;1798131;Abra Kulelagersenteret AS;-;;Østre Rosten 102 ;;;7075;TILLER;NO;;;;;;;;;;;1;;0;;1;;;967517763;NO967517763
NOAUTOSALGAVADSO0001;1799295;Autosalg As;-;;Postboks 419   ;;;9811;Vadsø;NO;;;;;;;;;;;1;;0;;1;;;940283280;NO940283280
NOAKTIESELSVADSO0001;1801943;Aktieselskapet Vinmonopolet;Avd Vadsø;;Postboks 310   ;;;9811;Vadsø;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOASNORMASKTANA0001;1803600;As Normaskin Tana;-;;Grenveien 2 ;;;9845;Tana;NO;;;;;;;;;;;1;;0;;1;;;933693333;NO933693333
NOAURLANDSPAURLA0001;1821727;Aurland Sparebank;-;;Postboks 13   ;;;5741;Aurland;NO;;;;;;;;;;;1;;0;;1;;;837898072;NO837898072
NOAURLANDKOAURLA0001;1821784;Aurland Kommune Skuleadministrasjon;Aurland Barne- Og Ungdomsskule;;Vangen 1 ;;;5745;Aurland;NO;;;;;;;;;;;1;;0;;1;;;974766078;NO974766078
NOAURLANDKOAURLA0002;1822022;Aurland Kommune Skuleadministrasjon;-;;Postboks 74   ;;;5741;Aurland;NO;;;;;;;;;;;1;;0;;1;;;974766078;NO974766078
NOAURLANDKJAURLA0001;1822048;Aurland Kjøle- Og Fruktlager Sa;-;;Postboks 65   ;;;5741;Aurland;NO;;;;;;;;;;;1;;0;;1;;;955264134;NO955264134
NOAURLANDKOAURLA0003;1822147;Aurland Kommune;-;;Vangen 1 ;;;5745;Aurland;NO;;;;;;;;;;;1;;0;;1;;;964968063;NO964968063
NOAFALKENBEBILLI0001;1833979;A Falkenberg Eftf As;-;;Billingstadsletta 30 ;;;1396;Billingstad;NO;;;;;;;;;;;1;;0;;1;;;911578069;NO911578069
NOASKEROGBAMOIRA0001;1834852;Asker Og Bærum Politidistrikt;-;;Postboks 223  ;;;8601;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;947131613;NO947131613
NOACLANDGRAHASLU0001;1842608;A C Landgraff As;-;;Nesveien 13 ;;;1344;HASLUM;NO;;;;;;;;;;;1;;0;;1;;;936400035;NO936400035
NOAPPLEABOSLO0001;1852417;Apple Ab;-;;Postboks 1633 Vika  ;;;0119;Oslo;NO;;;;;;;;;;;1;;0;;1;;;966058102;NO966058102
NOALLWEILERHVALS0001;1853548;Allweiler AS;-;;Nye Vakås Vei 4 ;;;1395;HVALSTAD;NO;;;;;;;;;;;1;;0;;1;;;919674237;NO919674237
NOASLISAVOYEN0001;1854959;AS Lisa;-;;Ringeriksveien 173 ;;;1339;VØYENENGA;NO;;;;;;;;;;;1;;0;;1;;;932587696;NO932587696
NOAIRSPEDASJESSH0003;1855881;Airsped As;-;;Postboks 324 ;;;2051;JESSHEIM;NO;;;;;;;;;;;1;;0;;1;;;833208632;NO833208632
NOALBJORNEKMOIRA0001;1856103;Al Bjørnekollen Borettslag;-;;Postboks 4164  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;955079094;NO955079094
NOADVOKATFIFAUSK0001;1863364;Advokatfirmaet Sigurd A Refvik As;-;;Postboks 151   ;;;8201;Fauske;NO;;;;;;;;;;;1;;0;;1;;;988088609;NO988088609
NOANLEGGSGABODO0001;1879972;Anleggsgartnermester Svein Erik Joh;-;;Garnveien 38 ;;;8013;Bodø;NO;;;;;;;;;;;1;;0;;1;;;967752053;NO967752053
NOAGAMATASBODO0001;1881408;Aga Mat As;-;;Storgata 10 ;;;8006;Bodø;NO;;;;;;;;;;;1;;0;;1;;;918469435;NO918469435
NOAUTOPARTSBODO0001;1888445;Auto Parts As;-;;Gidsken Jakobsens Vei 38 ;;;8008;Bodø;NO;;;;;;;;;;;1;;0;;1;;;939537732;NO939537732
NOACTISRUSFOSLO0001;1897602;Actis - Rusfeltets Samarbeidsorgan;-;;Torggata 1 ;;;0181;Oslo;NO;;;;;;;;;;;1;;0;;1;;;971437790;NO971437790
NOALCADONASOSLO0001;1901982;Alcadon AS;-;;Postboks 126 Alnabru;;;0614;OSLO;NO;;;;;;;;;;;1;;0;;1;;;952334891;NO952334891
NOADVOKATOYOSLO0001;1905207;Advokat Øyvind Solberg;-;;Postboks 8777 Youngstorget  ;;;0028;Oslo;NO;;;;;;;;;;;1;;0;;1;;;884266602;NO884266602
NOAKANARBEIOSLO0001;1906114;Akan - Arbeidslivets Kompetansesent;-;;Postboks 96 Sentrum;;;0101;OSLO;NO;;;;;;;;;;;1;;0;;1;;;971429577;NO971429577
NOAKERBPASSTAVA0001;1919331;Aker Bp AS;-;;Postboks 130 Forus  ;;;4065;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;930459321;NO930459321
NOAKTIVTANKOSLO0001;1922483;Aktiv Tankrens As;-;;Østre Aker Vei 60 A;;;0581;Oslo;NO;;;;;;;;;;;1;;0;;1;;;841918142;NO841918142
NOAKTIESELSHARST0001;1928472;Aktieselskapet Vinmonopolet;Avd Harstad;;Postboks 395   ;;;9484;Harstad;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOANICURAHAHARST0001;1930783;Anicura Harstad As;-;;Postboks 93   ;;;9481;Harstad;NO;;;;;;;;;;;1;;0;;1;;;978715311;NO978715311
GBAKZONOBELSWIND0006;1937713;Akzo Nobel Coatings AS;Avd Kolbotn;;PO BOX 3990;;;SN4 4JJ;Swindon;GB;;;;;;;;;;;1;;0;;1;;;943433054;GB943433054
NOATLANTICOEIDE0001;1948116;Atlanticon Eide As;-;;Postboks 42   ;;;6499;Eide;NO;;;;;;;;;;;1;;0;;1;;;960790286;NO960790286
NOASAURAAVIMOIRA0001;1950385;As Aura Avis;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;932507749;NO932507749
NOASAUTOELEKRIST0001;1961689;As Auto Elektro;-;;Næringsveien 3 ;;;6517;Kristiansund N;NO;;;;;;;;;;;1;;0;;1;;;918542272;NO918542272
NOASINDREAKMOIRA0001;1974468;As Indre Akershus Blad;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;912960277;NO912960277
NOAURORAMARFROGN0001;1978139;Aurora Marketing AS;-;;Seljevegen 2 ;;;2016;FROGNER;NO;;;;;;;;;;;1;;0;;1;;;929246446;NO929246446
NOAKERSHUSKSTROM0001;1979145;Akershus Kulturvernråd;-;;Postboks 168  ;;;2011;Strømmen;NO;;;;;;;;;;;1;;0;;1;;;899203062;NO899203062
NOAKERSHUSISTROM0001;1979400;Akershus Idrettskrets;-;;Strømsveien 80 ;;;2010;Strømmen;NO;;;;;;;;;;;1;;0;;1;;;970477268;NO970477268
NOAKERSHUSBSTROM0001;1980739;Akershus Barne-Og Ungdomsråd;-;;Postboks 50  ;;;2011;Strømmen;NO;;;;;;;;;;;1;;0;;1;;;971266929;NO971266929
PL3MNORGEASWROCL0002;1982933;3M Norge As;-;;PO BOX 36-003, UP WROCLAW 36;;;50-221;WROCLAW;PL;;;;;;;;;;;1;;0;;1;;;914307635;PL914307635
NO4HNORGESKJET0001;1983030;4H Norge;-;;Postboks 113  ;;;2026;Skjetten;NO;;;;;;;;;;;1;;0;;1;;;943838240;NO943838240
NOAKERSHUSRSKEDS0001;1985654;Akershus Reklame Team AS;-;;Postboks 209 ;;;2021;SKEDSMOKORSET;NO;;;;;;;;;;;1;;0;;1;;;966125071;NO966125071
NOASNORSKMOGJERD0001;1986462;As Norsk Mølleservice;-;;Postboks 66  ;;;2024;Gjerdrum;NO;;;;;;;;;;;1;;0;;1;;;934230094;NO934230094
NOANONYMEALOSLO0001;1993930;Anonyme Alkoholikere;-;;Postboks 5406 Majorstuen  ;;;0305;Oslo;NO;;;;;;;;;;;1;;0;;1;;;870332572;NO870332572
NOASPALSBILLI0003;2005148;ASPals;-;;Postboks 214 ;;;1377;BILLINGSTAD;NO;;;;;;;;;;;1;;0;;1;;;915101739;NO915101739
NOASNORENEROSLO0001;2007177;As Norenergy Oilbrokers;-;;Postboks 1972 Vika  ;;;0125;Oslo;NO;;;;;;;;;;;1;;0;;1;;;936534678;NO936534678
NOAMOFFJELLSTRAU0001;2016368;Amof - Fjell Process Technology AS;-;;Trollhaugmyra 15 ;;;5353;STRAUME;NO;;;;;;;;;;;1;;0;;1;;;939083197;NO939083197
NOAUKRAAUTOAUKRA0002;2018695;Aukra Auto As;-;;Riksfjordvegen 105 ;;;6480;AUKRA;NO;;;;;;;;;;;1;;0;;1;;;955902491;NO955902491
NOARKITEKTEMOLDE0001;2021830;Arkitektene Bbw As;-;;Julsundvegen 4 ;;;6412;Molde;NO;;;;;;;;;;;1;;0;;1;;;943095442;NO943095442
NOAKTIESELSMOLDE0001;2028538;Aktieselskapet Vinmonopolet;Vinmonopolet As Butikk Molde;;Birger Hatlebakks Veg 1 ;;;6415;Molde;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOAKTIETRYKFETSU0001;2031979;Aktietrykkeriet As;-;;Trykkeriveien 1 ;;;1900;Fetsund;NO;;;;;;;;;;;1;;0;;1;;;968030515;NO968030515
NOARMATURJOLANGH0001;2032456;Armaturjonsson As;-;;Berghagan 4 B;;;1405;Langhus;NO;;;;;;;;;;;1;;0;;1;;;922742049;NO922742049
NOADRESSERIOSLO0001;2037943;Adressering & Konvoluttering As;-;;Postboks 71 Kalbakken  ;;;0901;Oslo;NO;;;;;;;;;;;1;;0;;1;;;953285541;NO953285541
NOATLASCOPCSKI0001;2063444;Atlas Copco Tools AS;-;;Berghagan 5;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;834406772;NO834406772
NOARKTRYKKALANGH0001;2066066;Ark Trykk As;-;;Parkveien 23 ;;;1405;Langhus;NO;;;;;;;;;;;1;;0;;1;;;947995359;NO947995359
NO3DELEKTROSKI0001;2066801;3D-Elektrosenter As;-;;Postboks 465  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;939188371;NO939188371
NOAUTOMATIKKOLBO0001;2068690;Automatik Ventiler System As;-;;Kapellveien 18 ;;;1410;Kolbotn;NO;;;;;;;;;;;1;;0;;1;;;812523872;NO812523872
NOADVOKATCHDROBA0001;2072668;Advokat Christen M Setsaas;-;;Sorenskr. Ellefsens V. 36 A;;;1443;DRØBAK;NO;;;;;;;;;;;1;;0;;1;;;967356913;NO967356913
NOALMEQINTELANGH0001;2073484;Almeq International As;-;;Postboks 50   ;;;1403;Langhus;NO;;;;;;;;;;;1;;0;;1;;;818749252;NO818749252
NOASSKILTFOKOLBO0001;2077022;As Skiltforum;-;;Kapellveien 18 ;;;1410;Kolbotn;NO;;;;;;;;;;;1;;0;;1;;;932224909;NO932224909
GBAKZONOBELSWIND0008;2078772;Akzo Nobel Coatings AS;-;;Po Box 3990;;;SN4 4JJ;Swindon;GB;;;;;;;;;;;1;;0;;1;;;943433054;GB943433054
NOASBIOSCANOSLO0001;2089092;As Bioscan;-;;Måltrostveien 8 C;;;0786;OSLO;NO;;;;;;;;;;;1;;0;;1;;;931356011;NO931356011
NOAKUPUNKTUOSLO0001;2089613;Akupunkturforeningen;-;;Tvetenveien 152 ;;;0671;Oslo;NO;;;;;;;;;;;1;;0;;1;;;971545437;NO971545437
NOABASFALTALOREN0001;2089951;Ab Asfalt As;-;;Gamleveien 3 B;;;1473;Lørenskog;NO;;;;;;;;;;;1;;0;;1;;;929273761;NO929273761
NOAMEDIATRYMOIRA0005;2096352;Amedia Trykk Lillestrøm As;-;;Postboks 4445 ;;;8608;MO I RANA;NO;;;;;;;;;;;1;;0;;1;;;939572058;NO939572058
NOBALLSTADSBALLS0001;2100733;Ballstad Slip As;-;;Øyaveien 91 ;;;8373;BALLSTAD;NO;;;;;;;;;;;1;;0;;1;;;979560362;NO979560362
NOAJKROGHASOSLO0001;2108215;A J Krogh As;-;;Postboks 377 Sentrum;;;0102;OSLO;NO;;;;;;;;;;;1;;0;;1;;;913606477;NO913606477
NOALFSTROMLOSLO0002;2110583;Alf Strøm-Larsen As;-;;Vogtsgt.53;;;0477;Oslo;NO;;;;;;;;;;;1;;0;;1;;;933112993;NO933112993
NOARBEIDSMITROND0002;2119501;Arbeidsmiljøsenteret;-;;Postboks 3260 Torgarden;;;7439;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;971033584;NO971033584
NOAJMOHNASTROND0001;2128882;A J Mohn As;-;;Postboks 8980 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;937500181;NO937500181
NOASLESJASKLESJA0001;2131936;As Lesjaskog Handelsforening;Pib Bunnpris Lesjaskog;;Strandvegen 181 ;;;2668;Lesjaskog;NO;;;;;;;;;;;1;;0;;1;;;913861132;NO913861132
NOAHMADIYYAOSLO0001;2138675;Ahmadiyya Muslim Jamaat;-;;Postboks 200 Furuset  ;;;1001;Oslo;NO;;;;;;;;;;;1;;0;;1;;;978668968;NO978668968
NOALVERSUNDALVER0001;2151306;Alversund Maskinstasjon As;-;;Buhaugen 6 ;;;5911;Alversund;NO;;;;;;;;;;;1;;0;;1;;;937664044;NO937664044
NOAPPLYSORCSTAVA0001;2156727;Apply Sørco As;-;;Postboks 8040 Forus  ;;;4068;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;930694533;NO930694533
NOASSLEPEBATROND0001;2164523;As Slepebåtene;-;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;947485695;NO947485695
NOARCTICSERTROMS0001;2174019;Arctic-Service As;-;;Postboks 2267 Langnes  ;;;9269;Tromsø;NO;;;;;;;;;;;1;;0;;1;;;951310220;NO951310220
NOASAUTOHUSTROMS0001;2174373;As Autohuset;-;;Postboks 3314 Stakkevollan  ;;;9275;Tromsø;NO;;;;;;;;;;;1;;0;;1;;;919973900;NO919973900
NOAKTIESELSTROMS0001;2182053;Aktieselskapet Vinmonopolet;Vinmonopolet As Butikk Tromsdalen;;Postboks 1494;;;9029;TROMSDALEN;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOARNEBYBEROSLO0001;2193886;Arne Byberg As;-;;Postboks 136 Manglerud  ;;;0612;Oslo;NO;;;;;;;;;;;1;;0;;1;;;918249540;NO918249540
NOAUTOSENTRSKIEN0001;2202174;Autosentrum Tbc As;-;;Rødmyrlia 24 ;;;3735;Skien;NO;;;;;;;;;;;1;;0;;1;;;940765102;NO940765102
NOALUMINIUMLARVI0001;2206134;Aluminium Fasader As;-;;Postboks 2212 Stubberød  ;;;3255;Larvik;NO;;;;;;;;;;;1;;0;;1;;;975980596;NO975980596
NOALFANDERSTROLL0001;2209062;Alf Andersen Spedisjon As;-;;Trollåsveien 8 ;;;1414;TROLLÅSEN;NO;;;;;;;;;;;1;;0;;1;;;910164791;NO910164791
NOASNATIONEMOIRA0001;2211621;As Nationen;Avisen Nationen;;Postboks 4093  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;914531543;NO914531543
NOASRINGERIMOIRA0001;2216760;As Ringerikes Blad;-;;Postboks 4445  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;915402534;NO915402534
NOASTGCHARNHOVIK0001;2221174;As Tgc Harnessing;-;;Kirkeveien 25 B;;;1363;Høvik;NO;;;;;;;;;;;1;;0;;1;;;929699483;NO929699483
NOANNEKSETIGEILO0002;2224590;Annekset Interiør Ans;-;;Kyrkjevegen 16 ;;;3580;GEILO;NO;;;;;;;;;;;1;;0;;1;;;953063891;NO953063891
NOADVOKATFITROND0015;2240174;Advokatfirmaet Campbell & Co As;-;;Postboks 506 Sentrum;;;7405;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;981291409;NO981291409
NOASKOHEDMAMOIRA0001;2240620;Asko Hedmark As;-;;Postboks 4788  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;918710507;NO918710507
NOACUSTOINNOSLO0001;2244853;Acusto Innredning As;-;;Postboks 1175 Sentrum;;;0107;OSLO;NO;;;;;;;;;;;1;;0;;1;;;947130552;NO947130552
NOABJERNVARHAMAR0001;2248748;A & B Jernvare As;-;;Østregate 32 ;;;2317;Hamar;NO;;;;;;;;;;;1;;0;;1;;;947803476;NO947803476
NOARNKVARNMFURNE0001;2260289;Arnkværn Miljø Og Renovasjon As;-;;Arnkvernvegen 98 ;;;2320;FURNES;NO;;;;;;;;;;;1;;0;;1;;;942874618;NO942874618
NOALLOCASLYNGD0002;2265726;Alloc As;-;;Fiboveien 26 ;;;4580;Lyngdal;NO;;;;;;;;;;;1;;0;;1;;;937655894;NO937655894
NOAGDERVEITLYNGD0001;2265940;Agder Veitransport As;-;;Postboks 91   ;;;4575;Lyngdal;NO;;;;;;;;;;;1;;0;;1;;;937564007;NO937564007
NOAMENTOASLYNGD0001;2267193;Amento As;-;;Nye Monoddveien 7 ;;;4580;Lyngdal;NO;;;;;;;;;;;1;;0;;1;;;938683190;NO938683190
NOAANESLANDBIRKE0001;2270197;Aanesland Fabrikker As;-;;Tveideveien 11 ;;;4760;BIRKELAND;NO;;;;;;;;;;;1;;0;;1;;;953141965;NO953141965
NOASFARSUNDTROND0001;2272136;As Farsunds Aktiebogtrykkeri;-;;Postboks 1516 Torgarden  ;;;7435;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;911592592;NO911592592
HUALCOANORWSZEKE0004;2272623;Alcoa Norway Ans;Lista;;Po Box/Pf. 916/1;;;8050;Szekesfehervar;HU;;;;;;;;;;;1;;0;;1;;;929514173;HU929514173
NOASKOAGDERMOIRA0001;2278687;Asko Agder As;-;;Postboks 4785  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;913117883;NO913117883
NOAPPLICACOLINDE0001;2279156;Applica Consulting As;-;;Postboks 113 Vigeland  ;;;4524;Lindesnes;NO;;;;;;;;;;;1;;0;;1;;;934167112;NO934167112
NOAGDERFOLKSOGNE0001;2280170;Agder Folkehøgskole;-;;Høgskoleveien 49 ;;;4643;Søgne;NO;;;;;;;;;;;1;;0;;1;;;971552611;NO971552611
NOBAMBLEMEKSTATH0001;2287522;Bamble Mekaniske Industri AS;-;;Herreveien 64;;;3962;Stathelle;NO;;;;;;;;;;;1;;0;;1;;;935881706;NO935881706
NOASBYGGEKOLAKSE0001;2296127;As Byggekompaniet;-;;Postboks 94   ;;;9711;Lakselv;NO;;;;;;;;;;;1;;0;;1;;;910933000;NO910933000
NOAKTIESELSMOSS0001;2298768;Aktieselskapet Vinmonopolet;Vinmonopolet As Butikk Moss;;Postboks 804   ;;;1504;Moss;NO;;;;;;;;;;;1;;0;;1;;;817209882;NO817209882
NOASEIVINDBOSLO0001;2305084;As Eivind Brosstad Såpe- Og Tec Che;-;;Postboks 33 Mortensrud  ;;;1215;Oslo;NO;;;;;;;;;;;1;;0;;1;;;910843672;NO910843672
NOABILDSOELOSLO0001;2305589;Abildsø Elektriske As;-;;Olaf Helsets Vei 5 ;;;0694;OSLO;NO;;;;;;;;;;;1;;0;;1;;;937794878;NO937794878
NOARBEIDSTIHAMAR0003;2309847;Arbeidstilsynet Oslo;-;;Postboks 4104  ;;;2307;Hamar;NO;;;;;;;;;;;1;;0;;1;;;974771640;NO974771640
NOABRANORASFLATE0001;2314706;Abra-Nor As;-;;Postboks 87   ;;;1916;Flateby;NO;;;;;;;;;;;1;;0;;1;;;839635362;NO839635362
NO3DBEDRIFTSKI0001;2315182;3D-Bedrift As;-;;Postboks 465  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;984216572;NO984216572
NOAKSESSDAYVESTB0001;2319499;Aksess & Daylight As;-;;Verpetveien 30 ;;;1540;Vestby;NO;;;;;;;;;;;1;;0;;1;;;946614696;NO946614696
NOAKERSHUSAMOIRA0001;2320612;Akershus Amtstidende As;-;;Postboks 4445  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;834119552;NO834119552
NOASSAABLOYSKI0006;2322998;Assa Abloy Opening Solutions Norway;-;;Postboks 424  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;933703290;NO933703290
NOABLANDBRUBORGE0001;2327666;Ab Landbruk Andreas Bergerud;-;;Kampenesmosen 1 ;;;1739;BORGENHAUGEN;NO;;;;;;;;;;;1;;0;;1;;;954210421;NO954210421
NOARNEHASLEASKIM0001;2329936;Arne Hasle As;-;;Postboks 464  ;;;1802;Askim;NO;;;;;;;;;;;1;;0;;1;;;932670844;NO932670844
NOASKIMKOMMMOIRA0001;2330827;Askim Kommune;-;;Postboks 5060  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;840894312;NO840894312
NOASRADIOSEBATSF0001;2333656;As Radioservice;-;;Postboks 605  ;;;9991;Båtsfjord;NO;;;;;;;;;;;1;;0;;1;;;925765112;NO925765112
NOAVENHOLMEHOLME0001;2334662;Aven Holmestrand As;-;;Sørbyveien 17 ;;;3083;HOLMESTRAND;NO;;;;;;;;;;;1;;0;;1;;;916494777;NO916494777
NOAUTOCENTEHOLME0001;2334894;Autocenteret Fjeldstad A/S;-;;Hvittingfossveien 25;;;3080;Holmestrand;NO;;;;;;;;;;;1;;0;;1;;;830614222;NO830614222
NOASVARECENSTOKK0001;2338655;As Varecenteret Andebu;-;;Horntvedtveien 227 ;;;3160;Stokke;NO;;;;;;;;;;;1;;0;;1;;;851981012;NO851981012
NOANDEBUMEKANDEB0001;2338960;Andebu Mekanikk As;-;;Elvedalsveien 767 ;;;3158;Andebu;NO;;;;;;;;;;;1;;0;;1;;;935437903;NO935437903
NOADVOKATBJSTAVA0001;2345767;Advokat Bjørn Kartevold;-;;Postboks 698 Sentrum  ;;;4003;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;950916265;NO950916265
NOAPPLYSORCSTAVA0002;2350049;Apply Sørco As;-;;Postboks 8040 Forus;;;4068;STAVANGER;NO;;;;;;;;;;;1;;0;;1;;;930694533;NO930694533
NOARKIVVERKOSLO0001;2361442;Arkivverket;Avd Statsarkivet I Stavanger;;Postboks 4013 Ullevål Stadion  ;;;0806;Oslo;NO;;;;;;;;;;;1;;0;;1;;;961181399;NO961181399
NOAIDSOEASSTAVA0002;2363547;A. Idsøe As;-;;Verksgata 3 ;;;4013;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;890727492;NO890727492
NOANKONOVAASTAVA0001;2367696;Ankonova As;-;;Postboks 1029 Hillevåg  ;;;4095;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;881352842;NO881352842
NOAANESTADSSTAVA0001;2371623;Aanestad Service AS;-;;Strandsvingen 1 ;;;4032;STAVANGER;NO;;;;;;;;;;;1;;0;;1;;;959617929;NO959617929
NOASKOROGALMOIRA0001;2373967;Asko Rogaland As;-;;Postboks 4785  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;923622845;NO923622845
NOANLEGGOGMTANAN0001;2375756;Anlegg Og Marine Service As;-;;Energivegen 10 ;;;4056;TANANGER;NO;;;;;;;;;;;1;;0;;1;;;977250722;NO977250722
NOASRYFYLKETAU0001;2383537;As Ryfylke Trelast;-;;Alsvikvegen 33 ;;;4120;TAU;NO;;;;;;;;;;;1;;0;;1;;;915536999;NO915536999
NOAKSELLHANHJELM0001;2384220;Aksel L Hansson As;-;;Søre Puntsnes 2 ;;;4130;HJELMELAND;NO;;;;;;;;;;;1;;0;;1;;;912414116;NO912414116
NOBVKARTSERSANDN0001;2394401;B&V Kartservice As;-;;Gamleveien 38 ;;;4315;Sandnes;NO;;;;;;;;;;;1;;0;;1;;;950373253;NO950373253
